order_line,order_id,order_date,ship_date,ship_mode,customer_id,product_id,sales_amount,quantity,discount,profit
7846,CA-2015-125976,2015-09-27,2015-10-02,Standard Class,JK-15205,OFF-PA-10001125,154.9,5,0,69.705
7847,CA-2015-125976,2015-09-27,2015-10-02,Standard Class,JK-15205,TEC-PH-10002496,1871.88,12,0,561.564
7854,CA-2015-144890,2015-12-25,2015-12-29,Standard Class,SM-20320,OFF-PA-10001526,9.96,2,0,4.8804
7862,CA-2015-142993,2015-10-12,2015-10-17,Standard Class,KA-16525,TEC-AC-10003038,17.9,2,0,3.401
7863,CA-2015-142993,2015-10-12,2015-10-17,Standard Class,KA-16525,OFF-ST-10000934,81.96,2,0,0
7864,CA-2015-143364,2015-07-14,2015-07-19,Second Class,TG-21310,OFF-ST-10002743,272.736,3,0.2,-64.7748
7865,CA-2015-143364,2015-07-14,2015-07-19,Second Class,TG-21310,OFF-PA-10001846,18.496,4,0.2,6.7048
7866,CA-2015-143364,2015-07-14,2015-07-19,Second Class,TG-21310,FUR-CH-10004287,441.92,2,0.2,49.716
7867,CA-2015-143364,2015-07-14,2015-07-19,Second Class,TG-21310,FUR-BO-10001608,127.764,6,0.7,-191.646
7878,CA-2015-148705,2015-03-12,2015-03-18,Standard Class,EB-14170,OFF-LA-10001641,5.04,2,0.2,1.764
7905,CA-2015-126669,2015-11-07,2015-11-13,Standard Class,DO-13645,OFF-PA-10001357,76.64,2,0.2,26.824
7906,US-2015-118766,2015-10-15,2015-10-22,Standard Class,LS-16975,OFF-EN-10001415,4.464,1,0.2,1.674
7907,US-2015-118766,2015-10-15,2015-10-22,Standard Class,LS-16975,OFF-BI-10002813,3.96,10,0.8,-6.93
7917,CA-2015-110891,2015-11-20,2015-11-24,Standard Class,PO-19195,FUR-CH-10002880,344.372,4,0.3,-93.4724
7919,CA-2015-152513,2015-07-04,2015-07-08,Second Class,JP-16135,OFF-BI-10002706,22.848,2,0.2,7.4256
7952,CA-2015-145814,2015-11-19,2015-11-24,Standard Class,KD-16345,OFF-BI-10003196,5.984,2,0.2,2.244
7953,CA-2015-145814,2015-11-19,2015-11-24,Standard Class,KD-16345,TEC-PH-10002200,861.76,4,0,249.9104
7967,CA-2015-138219,2015-03-23,2015-03-30,Standard Class,BP-11095,OFF-PA-10000380,33.36,4,0,16.68
7971,US-2015-126753,2015-08-16,2015-08-20,Standard Class,SP-20860,TEC-PH-10003580,519.792,4,0.4,-112.6216
7972,US-2015-126753,2015-08-16,2015-08-20,Standard Class,SP-20860,TEC-AC-10004227,31.176,3,0.2,-5.4558
7973,US-2015-126753,2015-08-16,2015-08-20,Standard Class,SP-20860,OFF-PA-10002787,10.368,2,0.2,3.6288
7974,US-2015-126753,2015-08-16,2015-08-20,Standard Class,SP-20860,OFF-BI-10003981,2.724,2,0.7,-1.9068
7975,US-2015-126753,2015-08-16,2015-08-20,Standard Class,SP-20860,FUR-FU-10001488,254.352,3,0.2,0
7976,US-2015-126753,2015-08-16,2015-08-20,Standard Class,SP-20860,OFF-BI-10003727,3.762,3,0.7,-2.7588
7977,US-2015-126753,2015-08-16,2015-08-20,Standard Class,SP-20860,OFF-PA-10000130,10.272,3,0.2,3.21
7980,CA-2015-113040,2015-08-27,2015-08-31,Standard Class,CC-12100,OFF-BI-10001249,5.104,1,0.2,1.6588
7994,US-2015-165743,2015-11-20,2015-11-23,Second Class,MM-18055,OFF-BI-10001982,4.896,3,0.7,-3.4272
7995,US-2015-165743,2015-11-20,2015-11-23,Second Class,MM-18055,FUR-BO-10002268,145.764,6,0.7,-247.7988
7996,US-2015-165743,2015-11-20,2015-11-23,Second Class,MM-18055,OFF-BI-10001758,9.612,6,0.7,-7.3692
8001,US-2015-151407,2015-11-08,2015-11-12,Standard Class,RD-19585,TEC-PH-10003885,263.96,4,0,76.5484
8002,CA-2015-110870,2015-12-12,2015-12-15,First Class,KD-16270,TEC-AC-10002926,299.94,6,0,128.9742
8003,CA-2015-110870,2015-12-12,2015-12-15,First Class,KD-16270,OFF-SU-10001225,25.76,7,0,0.5152
8008,CA-2015-110863,2015-11-17,2015-11-24,Standard Class,AA-10645,OFF-ST-10002756,541.24,4,0,5.4124
8009,CA-2015-110863,2015-11-17,2015-11-24,Standard Class,AA-10645,OFF-PA-10000474,106.32,3,0,49.9704
8010,CA-2015-110863,2015-11-17,2015-11-24,Standard Class,AA-10645,FUR-CH-10002073,1323.9,5,0,383.931
8012,US-2015-136427,2015-06-20,2015-06-23,First Class,JM-16195,TEC-PH-10002070,125.944,7,0.2,15.743
8026,CA-2015-132465,2015-09-11,2015-09-15,Second Class,DM-13525,FUR-FU-10000277,210.68,2,0,50.5632
8027,CA-2015-132465,2015-09-11,2015-09-15,Second Class,DM-13525,OFF-ST-10003641,78.8,1,0,1.576
8028,CA-2015-132465,2015-09-11,2015-09-15,Second Class,DM-13525,TEC-AC-10001998,19.99,1,0,6.7966
8029,CA-2015-132465,2015-09-11,2015-09-15,Second Class,DM-13525,OFF-ST-10001932,772.68,4,0,108.1752
8033,CA-2015-119690,2015-06-25,2015-06-28,First Class,MV-17485,OFF-PA-10001019,47.952,3,0.2,16.1838
8034,CA-2015-119690,2015-06-25,2015-06-28,First Class,MV-17485,OFF-BI-10000201,0.984,2,0.8,-1.476
8035,CA-2015-119690,2015-06-25,2015-06-28,First Class,MV-17485,FUR-FU-10004587,75.384,9,0.6,-20.7306
8036,CA-2015-119690,2015-06-25,2015-06-28,First Class,MV-17485,OFF-LA-10001613,4.608,2,0.2,1.6704
8037,CA-2015-153738,2015-09-20,2015-09-22,First Class,AG-10270,OFF-BI-10001308,37.68,6,0,16.956
8055,CA-2015-121188,2015-08-28,2015-09-04,Standard Class,CB-12025,OFF-ST-10001490,892.35,5,0,267.705
8056,CA-2015-121188,2015-08-28,2015-09-04,Standard Class,CB-12025,FUR-BO-10004695,307.666,2,0.15,28.9568
8057,CA-2015-121188,2015-08-28,2015-09-04,Standard Class,CB-12025,OFF-ST-10000736,728.82,9,0,29.1528
8058,CA-2015-121188,2015-08-28,2015-09-04,Standard Class,CB-12025,OFF-BI-10001617,41.36,5,0.2,13.959
8059,CA-2015-121188,2015-08-28,2015-09-04,Standard Class,CB-12025,TEC-PH-10003589,43.176,3,0.2,15.1116
8060,CA-2015-121188,2015-08-28,2015-09-04,Standard Class,CB-12025,FUR-FU-10003981,4.16,2,0,1.7472
8061,CA-2015-156013,2015-09-20,2015-09-26,Standard Class,TC-20980,OFF-PA-10001970,61.4,5,0,28.858
8062,CA-2015-156013,2015-09-20,2015-09-26,Standard Class,TC-20980,OFF-BI-10002437,24.448,2,0.2,8.8624
8068,US-2015-160563,2015-10-20,2015-10-24,Standard Class,NS-18640,TEC-AC-10002567,239.97,3,0,86.3892
8069,US-2015-160563,2015-10-20,2015-10-24,Standard Class,NS-18640,FUR-FU-10001731,16.02,6,0,6.0876
8077,CA-2015-106187,2015-06-23,2015-06-29,Standard Class,RF-19345,FUR-FU-10000794,27.42,3,0,9.3228
8078,CA-2015-106187,2015-06-23,2015-06-29,Standard Class,RF-19345,OFF-BI-10004519,165.98,1,0,74.691
8079,CA-2015-106187,2015-06-23,2015-06-29,Standard Class,RF-19345,TEC-AC-10001590,75,3,0,18
8081,CA-2015-150714,2015-10-26,2015-11-01,Standard Class,KH-16690,OFF-LA-10001474,146.544,6,0.2,47.6268
8082,CA-2015-150714,2015-10-26,2015-11-01,Standard Class,KH-16690,OFF-PA-10001497,131.904,3,0.2,47.8152
8083,CA-2015-150714,2015-10-26,2015-11-01,Standard Class,KH-16690,OFF-AP-10003287,203.88,5,0.2,20.388
8084,CA-2015-150714,2015-10-26,2015-11-01,Standard Class,KH-16690,OFF-BI-10002982,14.301,7,0.7,-10.4874
8085,CA-2015-150714,2015-10-26,2015-11-01,Standard Class,KH-16690,OFF-ST-10001809,718.64,10,0.2,-161.694
8089,CA-2015-107020,2015-07-10,2015-07-14,Standard Class,MV-18190,OFF-BI-10003719,39.92,2,0.2,12.974
8090,US-2015-117492,2015-08-07,2015-08-09,First Class,NS-18640,OFF-AP-10001492,77.58,9,0,20.1708
8092,CA-2015-127502,2015-12-10,2015-12-14,Standard Class,MT-17815,OFF-LA-10001613,5.76,2,0,2.8224
8102,CA-2015-149846,2015-05-22,2015-05-26,Standard Class,SB-20185,OFF-LA-10004484,8.26,2,0,3.7996
8103,CA-2015-149846,2015-05-22,2015-05-26,Standard Class,SB-20185,TEC-MA-10004002,2973.32,7,0.2,334.4985
8104,CA-2015-149846,2015-05-22,2015-05-26,Standard Class,SB-20185,OFF-ST-10002406,104.79,7,0,29.3412
8105,CA-2015-149846,2015-05-22,2015-05-26,Standard Class,SB-20185,TEC-PH-10003645,775.728,6,0.2,58.1796
8126,CA-2015-137064,2015-02-06,2015-02-13,Standard Class,TS-21655,OFF-BI-10002049,2.934,3,0.8,-4.9878
8127,CA-2015-137064,2015-02-06,2015-02-13,Standard Class,TS-21655,TEC-AC-10003499,18.528,2,0.2,4.4004
8128,CA-2015-137064,2015-02-06,2015-02-13,Standard Class,TS-21655,OFF-ST-10003470,670.752,3,0.2,-125.766
8134,CA-2015-131352,2015-10-08,2015-10-13,Standard Class,GH-14485,FUR-FU-10003708,72.78,3,0.6,-70.9605
8135,CA-2015-121776,2015-02-16,2015-02-21,Standard Class,RD-19585,OFF-PA-10001970,36.84,3,0,17.3148
8136,CA-2015-121776,2015-02-16,2015-02-21,Standard Class,RD-19585,OFF-LA-10002762,87.71,7,0,41.2237
8162,CA-2015-120915,2015-09-28,2015-10-03,Second Class,JJ-15445,OFF-AP-10002578,293.52,6,0,76.3152
8163,CA-2015-120915,2015-09-28,2015-10-03,Second Class,JJ-15445,TEC-PH-10003012,307.98,2,0,89.3142
8164,CA-2015-168207,2015-11-02,2015-11-06,Standard Class,LT-17110,FUR-FU-10004909,96.96,6,0,33.936
8165,CA-2015-168207,2015-11-02,2015-11-06,Standard Class,LT-17110,OFF-BI-10001524,117.488,7,0.2,41.1208
8166,CA-2015-168207,2015-11-02,2015-11-06,Standard Class,LT-17110,OFF-BI-10003355,11.952,3,0.2,4.1832
8167,CA-2015-168207,2015-11-02,2015-11-06,Standard Class,LT-17110,FUR-BO-10004357,512.499,3,0.15,-30.147
8180,CA-2015-112767,2015-08-02,2015-08-06,Standard Class,DK-12985,FUR-TA-10003469,277.5,4,0.5,-188.7
8181,CA-2015-119879,2015-11-21,2015-11-25,Standard Class,SS-20410,FUR-TA-10002958,1252.704,8,0.4,-480.2032
8182,CA-2015-119879,2015-11-21,2015-11-25,Standard Class,SS-20410,TEC-PH-10002923,110.97,5,0.4,-24.0435
8186,CA-2015-136728,2015-09-13,2015-09-17,Second Class,AG-10900,OFF-EN-10002621,7.824,1,0.2,2.934
8187,CA-2015-136728,2015-09-13,2015-09-17,Second Class,AG-10900,FUR-CH-10003817,170.072,4,0.3,-12.148
8189,CA-2015-140375,2015-10-02,2015-10-05,Second Class,SG-20470,OFF-PA-10001870,19.44,3,0,9.3312
8190,CA-2015-140375,2015-10-02,2015-10-05,Second Class,SG-20470,OFF-BI-10000320,7.38,1,0,3.6162
8193,CA-2015-141327,2015-11-30,2015-12-03,First Class,LR-16915,OFF-BI-10000546,6.048,7,0.7,-4.2336
8194,CA-2015-141327,2015-11-30,2015-12-03,First Class,LR-16915,OFF-AP-10001293,98.352,3,0.2,9.8352
8195,CA-2015-141327,2015-11-30,2015-12-03,First Class,LR-16915,FUR-FU-10000576,335.744,2,0.2,25.1808
8196,CA-2015-136700,2015-12-06,2015-12-11,Second Class,DB-13120,OFF-PA-10004519,8.96,2,0,4.3904
8202,CA-2015-114811,2015-11-08,2015-11-08,Same Day,KD-16495,OFF-ST-10000885,67.15,5,0,16.7875
8203,CA-2015-114811,2015-11-08,2015-11-08,Same Day,KD-16495,TEC-PH-10004165,549.98,2,0,142.9948
8204,CA-2015-114811,2015-11-08,2015-11-08,Same Day,KD-16495,FUR-FU-10002240,11.82,3,0,4.728
8205,CA-2015-114811,2015-11-08,2015-11-08,Same Day,KD-16495,TEC-MA-10000045,4643.8,4,0,2229.024
8206,CA-2015-114811,2015-11-08,2015-11-08,Same Day,KD-16495,FUR-CH-10003746,577.764,2,0.1,115.5528
8207,CA-2015-122266,2015-04-26,2015-04-30,Standard Class,SA-20830,FUR-TA-10000577,191.5155,1,0.45,-76.6062
8208,CA-2015-122266,2015-04-26,2015-04-30,Standard Class,SA-20830,OFF-AR-10004757,2.624,1,0.2,0.4264
8209,CA-2015-141565,2015-09-20,2015-09-24,Standard Class,BG-11035,OFF-BI-10000545,1369.764,6,0.7,-913.176
8210,CA-2015-141565,2015-09-20,2015-09-24,Standard Class,BG-11035,OFF-ST-10001522,294.368,4,0.2,-58.8736
8214,CA-2015-120845,2015-09-25,2015-10-02,Standard Class,ML-17395,OFF-BI-10001116,6.336,4,0.7,-4.6464
8215,CA-2015-120845,2015-09-25,2015-10-02,Standard Class,ML-17395,OFF-PA-10004665,10.48,1,0.2,3.799
8216,CA-2015-120845,2015-09-25,2015-10-02,Standard Class,ML-17395,OFF-BI-10004506,2.469,1,0.7,-1.8106
8217,CA-2015-120845,2015-09-25,2015-10-02,Standard Class,ML-17395,OFF-BI-10001982,3.264,2,0.7,-2.2848
8247,CA-2015-129217,2015-05-10,2015-05-10,Same Day,DP-13390,OFF-AP-10002439,70.97,5,0.8,-191.619
8248,CA-2015-129217,2015-05-10,2015-05-10,Same Day,DP-13390,OFF-AR-10004602,36.784,2,0.2,3.6784
8250,CA-2015-140221,2015-03-05,2015-03-09,Second Class,MS-17365,OFF-BI-10002854,11.212,2,0.8,-16.818
8251,CA-2015-140221,2015-03-05,2015-03-09,Second Class,MS-17365,FUR-FU-10000023,4.712,2,0.6,-1.8848
8252,CA-2015-140221,2015-03-05,2015-03-09,Second Class,MS-17365,OFF-AP-10000828,180.98,5,0.8,-470.548
8253,CA-2015-140221,2015-03-05,2015-03-09,Second Class,MS-17365,OFF-ST-10000777,60.416,2,0.2,6.0416
8264,CA-2015-138457,2015-09-13,2015-09-17,Standard Class,AM-10705,OFF-BI-10000014,13.092,4,0.7,-10.0372
8265,CA-2014-131800,2014-12-30,2015-01-04,Standard Class,AJ-10960,OFF-AP-10004136,122.94,3,0,30.735
8266,CA-2014-131800,2014-12-30,2015-01-04,Standard Class,AJ-10960,OFF-BI-10003429,35.448,7,0.2,12.8499
8274,CA-2015-104059,2015-06-13,2015-06-15,Second Class,FC-14245,OFF-AR-10000634,3.424,1,0.2,0.2996
8276,CA-2015-143882,2015-06-26,2015-06-30,Standard Class,DB-13360,OFF-PA-10004040,43.056,9,0.2,15.6078
8283,CA-2015-154284,2015-12-21,2015-12-26,Second Class,SZ-20035,TEC-MA-10004241,600.53,2,0.3,137.264
8284,CA-2015-154284,2015-12-21,2015-12-26,Second Class,SZ-20035,OFF-AR-10001468,59.904,2,0.2,14.2272
8285,CA-2015-154284,2015-12-21,2015-12-26,Second Class,SZ-20035,TEC-AC-10003198,637.44,8,0.2,135.456
8286,CA-2015-154284,2015-12-21,2015-12-26,Second Class,SZ-20035,FUR-FU-10003039,51.756,3,0.6,-33.6414
8293,CA-2015-106362,2015-12-11,2015-12-15,Standard Class,LC-16885,OFF-BI-10003166,10.332,3,0.7,-7.5768
8298,US-2015-158911,2015-07-05,2015-07-11,Standard Class,RS-19765,FUR-FU-10003829,4.928,2,0.2,0.7392
8299,US-2015-158911,2015-07-05,2015-07-11,Standard Class,RS-19765,OFF-LA-10003223,11.784,3,0.2,4.2717
8301,CA-2015-109169,2015-04-20,2015-04-24,Standard Class,OT-18730,OFF-EN-10003296,180.96,2,0,81.432
8321,CA-2015-142937,2015-12-05,2015-12-06,First Class,SF-20065,OFF-AR-10003582,45.04,2,0.2,4.504
8338,CA-2014-153087,2014-12-27,2015-01-03,Standard Class,TC-20980,OFF-PA-10001243,23.92,4,0,11.7208
8339,CA-2014-153087,2014-12-27,2015-01-03,Standard Class,TC-20980,TEC-AC-10003198,498,5,0,184.26
8347,US-2015-115238,2015-04-30,2015-05-04,Standard Class,JW-15220,FUR-FU-10002960,31.4,5,0,13.188
8348,US-2015-115238,2015-04-30,2015-05-04,Standard Class,JW-15220,FUR-FU-10002445,9.48,1,0,3.792
8349,US-2015-115238,2015-04-30,2015-05-04,Standard Class,JW-15220,TEC-PH-10001300,209.5,10,0,58.66
8350,US-2015-115238,2015-04-30,2015-05-04,Standard Class,JW-15220,FUR-FU-10001025,24.3,5,0,10.449
8351,US-2015-115238,2015-04-30,2015-05-04,Standard Class,JW-15220,OFF-PA-10002689,6.48,1,0,3.1104
8375,CA-2015-158701,2015-01-05,2015-01-10,Standard Class,JL-15175,OFF-AP-10004859,87.36,6,0,23.5872
8376,CA-2015-158701,2015-01-05,2015-01-10,Standard Class,JL-15175,OFF-BI-10001294,56.16,6,0.2,17.55
8378,CA-2015-162964,2015-11-12,2015-11-18,Standard Class,MF-18250,OFF-ST-10002344,64.784,1,0.2,-14.5764
8379,CA-2015-162964,2015-11-12,2015-11-18,Standard Class,MF-18250,OFF-PA-10003349,15.552,3,0.2,5.6376
8380,CA-2015-162964,2015-11-12,2015-11-18,Standard Class,MF-18250,OFF-EN-10003055,223.888,7,0.2,69.965
8387,CA-2015-149601,2015-05-28,2015-06-03,Standard Class,TB-21625,OFF-ST-10001558,16.24,1,0,2.436
8388,CA-2015-149601,2015-05-28,2015-06-03,Standard Class,TB-21625,OFF-ST-10001328,77.55,5,0,21.714
8400,CA-2015-133837,2015-04-13,2015-04-18,Standard Class,TH-21100,OFF-ST-10000344,10.744,1,0.2,0.8058
8401,CA-2015-110814,2015-12-05,2015-12-09,Second Class,BD-11635,OFF-BI-10002026,232.4,5,0.2,78.435
8402,CA-2015-110814,2015-12-05,2015-12-09,Second Class,BD-11635,FUR-CH-10003535,164.646,3,0.1,12.8058
8403,CA-2015-110814,2015-12-05,2015-12-09,Second Class,BD-11635,OFF-PA-10004156,22.68,2,0,11.1132
8410,CA-2015-134082,2015-12-11,2015-12-17,Standard Class,JK-15640,OFF-BI-10004230,110.528,4,0.2,38.6848
8427,CA-2015-128356,2015-10-02,2015-10-07,Standard Class,RP-19390,OFF-SU-10004290,10.944,2,0.2,0.9576
8437,CA-2015-151470,2015-09-20,2015-09-26,Standard Class,AM-10705,OFF-BI-10004040,45.584,11,0.2,16.5242
8438,CA-2015-112823,2015-12-10,2015-12-16,Standard Class,RA-19945,TEC-AC-10002550,25.488,2,0.2,4.4604
8463,CA-2015-169537,2015-09-03,2015-09-07,Second Class,JH-15820,OFF-LA-10001982,7.5,2,0,3.6
8465,CA-2015-144043,2015-05-10,2015-05-15,Standard Class,AB-10165,TEC-AC-10002718,46.688,4,0.2,-2.918
8466,CA-2015-116512,2015-04-09,2015-04-14,Standard Class,MC-18100,OFF-ST-10001505,17.94,3,0,3.0498
8467,CA-2015-101000,2015-04-09,2015-04-14,Standard Class,IG-15085,OFF-AP-10000179,370.14,3,0,144.3546
8474,CA-2015-169733,2015-10-22,2015-10-26,Second Class,GM-14500,OFF-ST-10000876,9.952,1,0.2,0.9952
8478,CA-2015-145758,2015-10-30,2015-10-30,Same Day,BF-11020,TEC-MA-10004552,1035.8,4,0,269.308
8493,CA-2015-109190,2015-10-23,2015-10-28,Standard Class,CC-12685,OFF-PA-10000069,60.736,8,0.2,20.4984
8494,CA-2015-109190,2015-10-23,2015-10-28,Standard Class,CC-12685,TEC-CO-10001943,479.976,3,0.2,161.9919
8495,CA-2015-109190,2015-10-23,2015-10-28,Standard Class,CC-12685,OFF-BI-10000977,6.08,1,0.8,-10.336
8502,CA-2015-102316,2015-03-01,2015-03-03,Second Class,DH-13075,TEC-PH-10000376,15.984,2,0.2,1.1988
8503,CA-2015-102316,2015-03-01,2015-03-03,Second Class,DH-13075,FUR-CH-10003396,184.752,3,0.2,-20.7846
8509,CA-2015-135853,2015-12-11,2015-12-14,First Class,CA-12775,TEC-AC-10004761,175.23,11,0,61.3305
8510,CA-2015-135853,2015-12-11,2015-12-14,First Class,CA-12775,TEC-PH-10003691,125.99,1,0,31.4975
8511,CA-2015-135853,2015-12-11,2015-12-14,First Class,CA-12775,OFF-BI-10004965,23,2,0,10.35
8515,CA-2015-122168,2015-08-21,2015-08-26,Standard Class,HG-14965,OFF-AR-10003602,17.52,3,0,8.2344
8516,CA-2015-122168,2015-08-21,2015-08-26,Standard Class,HG-14965,OFF-AR-10002053,35.76,12,0,10.0128
8535,CA-2015-169677,2015-01-13,2015-01-15,Second Class,KS-16300,OFF-LA-10003223,9.82,2,0,4.8118
8537,CA-2015-157343,2015-06-07,2015-06-11,Standard Class,HD-14785,OFF-BI-10003707,18.312,4,0.7,-12.208
8538,CA-2015-157343,2015-06-07,2015-06-11,Standard Class,HD-14785,OFF-PA-10000552,25.92,5,0.2,9.072
8539,CA-2015-157343,2015-06-07,2015-06-11,Standard Class,HD-14785,OFF-AR-10003183,8.016,3,0.2,1.002
8542,CA-2015-157287,2015-12-22,2015-12-23,First Class,HR-14830,OFF-ST-10001172,33.568,2,0.2,1.6784
8543,CA-2015-157287,2015-12-22,2015-12-23,First Class,HR-14830,FUR-CH-10001270,422.625,7,0.3,0
8548,CA-2015-149566,2015-12-05,2015-12-10,Standard Class,GB-14530,TEC-AC-10001266,39,3,0,17.55
8549,CA-2015-149566,2015-12-05,2015-12-10,Standard Class,GB-14530,OFF-LA-10000452,12.6,4,0,6.048
8550,CA-2015-126186,2015-09-11,2015-09-12,First Class,GB-14530,FUR-FU-10000073,24.64,4,0.2,4.004
8551,CA-2015-121132,2015-07-17,2015-07-24,Standard Class,VB-21745,OFF-LA-10002368,6.264,3,0.2,2.0358
8552,CA-2015-121132,2015-07-17,2015-07-24,Standard Class,VB-21745,OFF-FA-10004248,14.432,4,0.2,3.4276
8556,CA-2015-117884,2015-03-22,2015-03-22,Same Day,DC-13285,TEC-AC-10002567,447.944,7,0.2,89.5888
8557,CA-2015-117884,2015-03-22,2015-03-22,Same Day,DC-13285,OFF-ST-10002182,150.408,9,0.2,-33.8418
8574,CA-2015-164623,2015-10-20,2015-10-22,First Class,MS-17770,OFF-PA-10000249,24.56,2,0,11.5432
8589,CA-2015-138492,2015-05-15,2015-05-22,Standard Class,FC-14335,OFF-ST-10002583,51.968,2,0.2,-10.3936
8624,CA-2015-136147,2015-11-13,2015-11-18,Standard Class,FM-14380,OFF-BI-10004224,121.104,6,0.7,-100.92
8625,CA-2015-136147,2015-11-13,2015-11-18,Standard Class,FM-14380,TEC-AC-10004568,111.96,5,0.2,-1.3995
8626,CA-2015-156118,2015-12-08,2015-12-12,Standard Class,HG-14965,OFF-PA-10000533,15.696,3,0.2,5.1012
8627,CA-2015-164084,2015-09-07,2015-09-12,Standard Class,AG-10525,OFF-ST-10003638,70.26,3,0,18.9702
8628,CA-2015-164084,2015-09-07,2015-09-12,Standard Class,AG-10525,TEC-AC-10002305,90,5,0,16.2
8629,CA-2015-164084,2015-09-07,2015-09-12,Standard Class,AG-10525,OFF-BI-10000605,6.096,2,0.2,2.0574
8630,CA-2015-164084,2015-09-07,2015-09-12,Standard Class,AG-10525,FUR-TA-10003569,481.176,2,0.4,-120.294
8631,CA-2015-164084,2015-09-07,2015-09-12,Standard Class,AG-10525,OFF-FA-10003059,7.24,4,0,2.3892
8643,CA-2015-108259,2015-11-08,2015-11-15,Standard Class,NS-18640,OFF-FA-10000624,31.504,11,0.2,11.814
8644,CA-2015-108259,2015-11-08,2015-11-15,Standard Class,NS-18640,OFF-LA-10002945,5.04,1,0.2,1.638
8645,CA-2015-108259,2015-11-08,2015-11-15,Standard Class,NS-18640,OFF-BI-10000315,39.879,7,0.7,-29.2446
8646,CA-2015-108259,2015-11-08,2015-11-15,Standard Class,NS-18640,FUR-FU-10000023,4.712,1,0.2,1.4136
8648,US-2015-131842,2015-12-05,2015-12-08,First Class,RR-19525,FUR-CH-10004477,97.424,2,0.2,10.9602
8662,CA-2015-131856,2015-05-12,2015-05-17,Standard Class,JG-15160,FUR-FU-10000175,21.968,4,0.6,-15.9268
8663,CA-2015-131856,2015-05-12,2015-05-17,Standard Class,JG-15160,TEC-PH-10001336,619.152,6,0.2,69.6546
8664,CA-2015-131856,2015-05-12,2015-05-17,Standard Class,JG-15160,OFF-PA-10001954,127.904,7,0.2,41.5688
8670,CA-2015-158918,2015-12-20,2015-12-25,Second Class,AI-10855,OFF-PA-10004947,17.12,4,0,7.704
8671,US-2014-159611,2014-12-27,2015-01-01,Second Class,KB-16315,FUR-FU-10004904,182.352,3,0.2,-18.2352
8672,US-2014-159611,2014-12-27,2015-01-01,Second Class,KB-16315,OFF-ST-10002790,118.16,2,0.2,-25.109
8704,CA-2015-133494,2015-03-01,2015-03-05,Standard Class,RP-19390,OFF-AP-10002906,3.552,2,0.2,0.444
8713,US-2015-145422,2015-12-03,2015-12-07,Standard Class,PW-19240,FUR-BO-10002213,359.499,3,0.15,-29.6058
8727,CA-2015-103870,2015-12-27,2015-12-31,Standard Class,SP-20860,TEC-AC-10002370,4.728,3,0.2,0.7092
8728,CA-2015-103870,2015-12-27,2015-12-31,Standard Class,SP-20860,FUR-FU-10002030,53.352,3,0.2,16.0056
8729,CA-2015-103870,2015-12-27,2015-12-31,Standard Class,SP-20860,FUR-BO-10002853,131.104,2,0.2,8.194
8730,CA-2015-103870,2015-12-27,2015-12-31,Standard Class,SP-20860,OFF-ST-10002562,22.512,3,0.2,2.2512
8731,CA-2015-103870,2015-12-27,2015-12-31,Standard Class,SP-20860,TEC-AC-10004227,72.744,7,0.2,-12.7302
8732,CA-2015-111017,2015-07-31,2015-08-06,Standard Class,SC-20695,OFF-SU-10002573,52.59,3,0,15.777
8742,CA-2015-113222,2015-11-09,2015-11-09,Same Day,AG-10765,OFF-BI-10001890,10.74,3,0,5.1552
8743,US-2015-144771,2015-10-02,2015-10-04,First Class,CK-12205,FUR-FU-10000629,11.032,1,0.2,3.0338
8744,US-2015-144771,2015-10-02,2015-10-04,First Class,CK-12205,TEC-AC-10002323,53.04,3,0.2,-4.641
8745,CA-2015-162376,2015-11-22,2015-11-25,Second Class,HD-14785,OFF-AR-10003056,17.12,4,0,4.9648
8746,CA-2015-162376,2015-11-22,2015-11-25,Second Class,HD-14785,OFF-PA-10000300,59.94,3,0,28.1718
8750,US-2015-163825,2015-06-16,2015-06-19,First Class,LC-16885,OFF-BI-10003527,3050.376,3,0.2,1143.891
8751,US-2015-163825,2015-06-16,2015-06-19,First Class,LC-16885,TEC-PH-10004922,133.98,2,0,33.495
8765,CA-2015-107083,2015-11-21,2015-11-27,Standard Class,BB-11545,OFF-AR-10002257,5.344,2,0.2,0.7348
8766,CA-2015-107083,2015-11-21,2015-11-27,Standard Class,BB-11545,OFF-BI-10000756,1.696,2,0.8,-2.544
8767,CA-2015-107083,2015-11-21,2015-11-27,Standard Class,BB-11545,OFF-AP-10004136,24.588,3,0.8,-67.617
8768,CA-2015-107083,2015-11-21,2015-11-27,Standard Class,BB-11545,OFF-BI-10002194,7.98,5,0.8,-13.167
8769,CA-2015-151722,2015-10-05,2015-10-09,Standard Class,IL-15100,TEC-AC-10000892,288,4,0.2,57.6
8774,CA-2015-132276,2015-02-23,2015-02-28,Standard Class,LC-16960,OFF-AP-10000804,26.88,6,0,6.72
8775,CA-2015-132276,2015-02-23,2015-02-28,Standard Class,LC-16960,OFF-BI-10002982,10.896,2,0.2,3.8136
8780,CA-2015-165813,2015-03-20,2015-03-22,Second Class,BM-11785,OFF-ST-10004258,29.304,3,0.2,2.5641
8781,CA-2015-133585,2015-03-01,2015-03-04,First Class,CM-12715,OFF-AR-10003696,55.328,2,0.2,6.2244
8782,CA-2015-133585,2015-03-01,2015-03-04,First Class,CM-12715,FUR-BO-10001811,1227.9984,6,0.32,-36.1176
